"week","state","state_name","disease","cases","incidence_per_capita","year","population","time","vaccine","year_since_vaccine","vaccine_era"
1,"TX","TEXAS","MEASLES",782,8.62,1957,9.11272754310918,248,0,0,"no"
2,"TX","TEXAS","MEASLES",916,10.1,1957,9.11272754310918,249,0,0,"no"
3,"TX","TEXAS","MEASLES",1066,11.75,1957,9.11272754310918,250,0,0,"no"
4,"TX","TEXAS","MEASLES",1104,12.17,1957,9.11272754310918,251,0,0,"no"
5,"TX","TEXAS","MEASLES",1638,18.06,1957,9.11272754310918,252,0,0,"no"
6,"TX","TEXAS","MEASLES",1762,19.43,1957,9.11272754310918,253,0,0,"no"
7,"TX","TEXAS","MEASLES",1580,17.42,1957,9.11272754310918,254,0,0,"no"
8,"TX","TEXAS","MEASLES",1878,20.71,1957,9.11272754310918,255,0,0,"no"
9,"TX","TEXAS","MEASLES",2005,22.11,1957,9.11272754310918,256,0,0,"no"
10,"TX","TEXAS","MEASLES",2125,23.43,1957,9.11272754310918,257,0,0,"no"
11,"TX","TEXAS","MEASLES",2165,23.87,1957,9.11272754310918,258,0,0,"no"
12,"TX","TEXAS","MEASLES",2140,23.59,1957,9.11272754310918,259,0,0,"no"
13,"TX","TEXAS","MEASLES",2262,24.94,1957,9.11272754310918,260,0,0,"no"
14,"TX","TEXAS","MEASLES",2111,23.27,1957,9.11272754310918,261,0,0,"no"
15,"TX","TEXAS","MEASLES",2257,24.88,1957,9.11272754310918,262,0,0,"no"
16,"TX","TEXAS","MEASLES",1762,19.43,1957,9.11272754310918,263,0,0,"no"
17,"TX","TEXAS","MEASLES",1751,19.31,1957,9.11272754310918,264,0,0,"no"
18,"TX","TEXAS","MEASLES",1588,17.51,1957,9.11272754310918,265,0,0,"no"
20,"TX","TEXAS","MEASLES",1898,20.93,1957,9.11272754310918,266,0,0,"no"
21,"TX","TEXAS","MEASLES",1506,16.6,1957,9.11272754310918,267,0,0,"no"
22,"TX","TEXAS","MEASLES",1507,16.62,1957,9.11272754310918,268,0,0,"no"
23,"TX","TEXAS","MEASLES",1117,12.32,1957,9.11272754310918,269,0,0,"no"
24,"TX","TEXAS","MEASLES",650,7.17,1957,9.11272754310918,270,0,0,"no"
25,"TX","TEXAS","MEASLES",678,7.48,1957,9.11272754310918,271,0,0,"no"
26,"TX","TEXAS","MEASLES",486,5.36,1957,9.11272754310918,272,0,0,"no"
27,"TX","TEXAS","MEASLES",368,4.06,1957,9.11272754310918,273,0,0,"no"
28,"TX","TEXAS","MEASLES",402,4.43,1957,9.11272754310918,274,0,0,"no"
29,"TX","TEXAS","MEASLES",260,2.87,1957,9.11272754310918,275,0,0,"no"
30,"TX","TEXAS","MEASLES",268,2.95,1957,9.11272754310918,276,0,0,"no"
31,"TX","TEXAS","MEASLES",210,2.32,1957,9.11272754310918,277,0,0,"no"
32,"TX","TEXAS","MEASLES",226,2.49,1957,9.11272754310918,278,0,0,"no"
33,"TX","TEXAS","MEASLES",144,1.59,1957,9.11272754310918,279,0,0,"no"
34,"TX","TEXAS","MEASLES",136,1.5,1957,9.11272754310918,280,0,0,"no"
36,"TX","TEXAS","MEASLES",89,0.98,1957,9.11272754310918,281,0,0,"no"
37,"TX","TEXAS","MEASLES",108,1.19,1957,9.11272754310918,282,0,0,"no"
38,"TX","TEXAS","MEASLES",92,1.01,1957,9.11272754310918,283,0,0,"no"
39,"TX","TEXAS","MEASLES",94,1.04,1957,9.11272754310918,284,0,0,"no"
40,"TX","TEXAS","MEASLES",90,0.99,1957,9.11272754310918,285,0,0,"no"
41,"TX","TEXAS","MEASLES",102,1.12,1957,9.11272754310918,286,0,0,"no"
42,"TX","TEXAS","MEASLES",81,0.89,1957,9.11272754310918,287,0,0,"no"
43,"TX","TEXAS","MEASLES",89,0.98,1957,9.11272754310918,288,0,0,"no"
46,"TX","TEXAS","MEASLES",88,0.97,1957,9.11272754310918,289,0,0,"no"
47,"TX","TEXAS","MEASLES",126,1.39,1957,9.11272754310918,290,0,0,"no"
48,"TX","TEXAS","MEASLES",142,1.57,1957,9.11272754310918,291,0,0,"no"
49,"TX","TEXAS","MEASLES",273,3.01,1957,9.11272754310918,292,0,0,"no"
50,"TX","TEXAS","MEASLES",211,2.33,1957,9.11272754310918,293,0,0,"no"
51,"TX","TEXAS","MEASLES",257,2.83,1957,9.11272754310918,294,0,0,"no"
52,"TX","TEXAS","MEASLES",207,2.28,1957,9.11272754310918,295,0,0,"no"
1,"TX","TEXAS","MEASLES",366,3.96,1958,9.13259502335133,296,0,0,"no"
2,"TX","TEXAS","MEASLES",390,4.22,1958,9.13259502335133,297,0,0,"no"
3,"TX","TEXAS","MEASLES",488,5.27,1958,9.13259502335133,298,0,0,"no"
4,"TX","TEXAS","MEASLES",737,7.97,1958,9.13259502335133,299,0,0,"no"
5,"TX","TEXAS","MEASLES",995,10.75,1958,9.13259502335133,300,0,0,"no"
6,"TX","TEXAS","MEASLES",1505,16.27,1958,9.13259502335133,301,0,0,"no"
7,"TX","TEXAS","MEASLES",1802,19.48,1958,9.13259502335133,302,0,0,"no"
8,"TX","TEXAS","MEASLES",1736,18.76,1958,9.13259502335133,303,0,0,"no"
10,"TX","TEXAS","MEASLES",4097,44.28,1958,9.13259502335133,304,0,0,"no"
11,"TX","TEXAS","MEASLES",3944,42.63,1958,9.13259502335133,305,0,0,"no"
12,"TX","TEXAS","MEASLES",6114,66.08,1958,9.13259502335133,306,0,0,"no"
13,"TX","TEXAS","MEASLES",5807,62.76,1958,9.13259502335133,307,0,0,"no"
14,"TX","TEXAS","MEASLES",5787,62.55,1958,9.13259502335133,308,0,0,"no"
15,"TX","TEXAS","MEASLES",6369,68.84,1958,9.13259502335133,309,0,0,"no"
16,"TX","TEXAS","MEASLES",5515,59.61,1958,9.13259502335133,310,0,0,"no"
17,"TX","TEXAS","MEASLES",5434,58.73,1958,9.13259502335133,311,0,0,"no"
18,"TX","TEXAS","MEASLES",6795,73.44,1958,9.13259502335133,312,0,0,"no"
19,"TX","TEXAS","MEASLES",4946,53.46,1958,9.13259502335133,313,0,0,"no"
20,"TX","TEXAS","MEASLES",4031,43.57,1958,9.13259502335133,314,0,0,"no"
21,"TX","TEXAS","MEASLES",3687,39.85,1958,9.13259502335133,315,0,0,"no"
22,"TX","TEXAS","MEASLES",2019,21.82,1958,9.13259502335133,316,0,0,"no"
23,"TX","TEXAS","MEASLES",2353,25.43,1958,9.13259502335133,317,0,0,"no"
24,"TX","TEXAS","MEASLES",1477,15.96,1958,9.13259502335133,318,0,0,"no"
26,"TX","TEXAS","MEASLES",836,9.04,1958,9.13259502335133,319,0,0,"no"
27,"TX","TEXAS","MEASLES",347,3.75,1958,9.13259502335133,320,0,0,"no"
28,"TX","TEXAS","MEASLES",523,5.65,1958,9.13259502335133,321,0,0,"no"
29,"TX","TEXAS","MEASLES",469,5.07,1958,9.13259502335133,322,0,0,"no"
30,"TX","TEXAS","MEASLES",394,4.26,1958,9.13259502335133,323,0,0,"no"
31,"TX","TEXAS","MEASLES",270,2.92,1958,9.13259502335133,324,0,0,"no"
32,"TX","TEXAS","MEASLES",235,2.54,1958,9.13259502335133,325,0,0,"no"
33,"TX","TEXAS","MEASLES",172,1.86,1958,9.13259502335133,326,0,0,"no"
34,"TX","TEXAS","MEASLES",124,1.34,1958,9.13259502335133,327,0,0,"no"
35,"TX","TEXAS","MEASLES",145,1.57,1958,9.13259502335133,328,0,0,"no"
36,"TX","TEXAS","MEASLES",136,1.47,1958,9.13259502335133,329,0,0,"no"
37,"TX","TEXAS","MEASLES",108,1.17,1958,9.13259502335133,330,0,0,"no"
38,"TX","TEXAS","MEASLES",77,0.83,1958,9.13259502335133,331,0,0,"no"
39,"TX","TEXAS","MEASLES",105,1.13,1958,9.13259502335133,332,0,0,"no"
40,"TX","TEXAS","MEASLES",95,1.03,1958,9.13259502335133,333,0,0,"no"
41,"TX","TEXAS","MEASLES",157,1.7,1958,9.13259502335133,334,0,0,"no"
42,"TX","TEXAS","MEASLES",131,1.42,1958,9.13259502335133,335,0,0,"no"
43,"TX","TEXAS","MEASLES",134,1.45,1958,9.13259502335133,336,0,0,"no"
44,"TX","TEXAS","MEASLES",134,1.45,1958,9.13259502335133,337,0,0,"no"
45,"TX","TEXAS","MEASLES",97,1.05,1958,9.13259502335133,338,0,0,"no"
46,"TX","TEXAS","MEASLES",130,1.41,1958,9.13259502335133,339,0,0,"no"
47,"TX","TEXAS","MEASLES",192,2.08,1958,9.13259502335133,340,0,0,"no"
48,"TX","TEXAS","MEASLES",101,1.09,1958,9.13259502335133,341,0,0,"no"
49,"TX","TEXAS","MEASLES",178,1.92,1958,9.13259502335133,342,0,0,"no"
50,"TX","TEXAS","MEASLES",199,2.15,1958,9.13259502335133,343,0,0,"no"
51,"TX","TEXAS","MEASLES",303,3.27,1958,9.13259502335133,344,0,0,"no"
52,"TX","TEXAS","MEASLES",113,1.22,1958,9.13259502335133,345,0,0,"no"
1,"TX","TEXAS","MEASLES",566,6.02,1959,9.14899674173513,346,0,0,"no"
2,"TX","TEXAS","MEASLES",454,4.83,1959,9.14899674173513,347,0,0,"no"
3,"TX","TEXAS","MEASLES",597,6.35,1959,9.14899674173513,348,0,0,"no"
4,"TX","TEXAS","MEASLES",710,7.55,1959,9.14899674173513,349,0,0,"no"
5,"TX","TEXAS","MEASLES",780,8.29,1959,9.14899674173513,350,0,0,"no"
6,"TX","TEXAS","MEASLES",846,9,1959,9.14899674173513,351,0,0,"no"
7,"TX","TEXAS","MEASLES",788,8.38,1959,9.14899674173513,352,0,0,"no"
8,"TX","TEXAS","MEASLES",1138,12.1,1959,9.14899674173513,353,0,0,"no"
9,"TX","TEXAS","MEASLES",1376,14.63,1959,9.14899674173513,354,0,0,"no"
10,"TX","TEXAS","MEASLES",1542,16.4,1959,9.14899674173513,355,0,0,"no"
11,"TX","TEXAS","MEASLES",1545,16.43,1959,9.14899674173513,356,0,0,"no"
12,"TX","TEXAS","MEASLES",1369,14.56,1959,9.14899674173513,357,0,0,"no"
13,"TX","TEXAS","MEASLES",1681,17.87,1959,9.14899674173513,358,0,0,"no"
14,"TX","TEXAS","MEASLES",1506,16.01,1959,9.14899674173513,359,0,0,"no"
15,"TX","TEXAS","MEASLES",829,8.81,1959,9.14899674173513,360,0,0,"no"
17,"TX","TEXAS","MEASLES",1880,19.99,1959,9.14899674173513,361,0,0,"no"
18,"TX","TEXAS","MEASLES",1879,19.98,1959,9.14899674173513,362,0,0,"no"
19,"TX","TEXAS","MEASLES",1339,14.24,1959,9.14899674173513,363,0,0,"no"
20,"TX","TEXAS","MEASLES",1405,14.94,1959,9.14899674173513,364,0,0,"no"
21,"TX","TEXAS","MEASLES",1006,10.7,1959,9.14899674173513,365,0,0,"no"
22,"TX","TEXAS","MEASLES",942,10.02,1959,9.14899674173513,366,0,0,"no"
23,"TX","TEXAS","MEASLES",808,8.59,1959,9.14899674173513,367,0,0,"no"
24,"TX","TEXAS","MEASLES",791,8.41,1959,9.14899674173513,368,0,0,"no"
25,"TX","TEXAS","MEASLES",569,6.05,1959,9.14899674173513,369,0,0,"no"
26,"TX","TEXAS","MEASLES",389,4.14,1959,9.14899674173513,370,0,0,"no"
27,"TX","TEXAS","MEASLES",423,4.5,1959,9.14899674173513,371,0,0,"no"
28,"TX","TEXAS","MEASLES",414,4.4,1959,9.14899674173513,372,0,0,"no"
29,"TX","TEXAS","MEASLES",316,3.36,1959,9.14899674173513,373,0,0,"no"
30,"TX","TEXAS","MEASLES",351,3.73,1959,9.14899674173513,374,0,0,"no"
31,"TX","TEXAS","MEASLES",258,2.74,1959,9.14899674173513,375,0,0,"no"
33,"TX","TEXAS","MEASLES",180,1.91,1959,9.14899674173513,376,0,0,"no"
34,"TX","TEXAS","MEASLES",121,1.29,1959,9.14899674173513,377,0,0,"no"
36,"TX","TEXAS","MEASLES",118,1.25,1959,9.14899674173513,378,0,0,"no"
37,"TX","TEXAS","MEASLES",143,1.52,1959,9.14899674173513,379,0,0,"no"
38,"TX","TEXAS","MEASLES",159,1.69,1959,9.14899674173513,380,0,0,"no"
39,"TX","TEXAS","MEASLES",155,1.65,1959,9.14899674173513,381,0,0,"no"
40,"TX","TEXAS","MEASLES",115,1.22,1959,9.14899674173513,382,0,0,"no"
41,"TX","TEXAS","MEASLES",138,1.47,1959,9.14899674173513,383,0,0,"no"
42,"TX","TEXAS","MEASLES",172,1.83,1959,9.14899674173513,384,0,0,"no"
43,"TX","TEXAS","MEASLES",195,2.07,1959,9.14899674173513,385,0,0,"no"
44,"TX","TEXAS","MEASLES",190,2.02,1959,9.14899674173513,386,0,0,"no"
45,"TX","TEXAS","MEASLES",318,3.38,1959,9.14899674173513,387,0,0,"no"
46,"TX","TEXAS","MEASLES",434,4.61,1959,9.14899674173513,388,0,0,"no"
47,"TX","TEXAS","MEASLES",309,3.29,1959,9.14899674173513,389,0,0,"no"
48,"TX","TEXAS","MEASLES",648,6.89,1959,9.14899674173513,390,0,0,"no"
49,"TX","TEXAS","MEASLES",707,7.52,1959,9.14899674173513,391,0,0,"no"
50,"TX","TEXAS","MEASLES",672,7.15,1959,9.14899674173513,392,0,0,"no"
51,"TX","TEXAS","MEASLES",646,6.87,1959,9.14899674173513,393,0,0,"no"
1,"TX","TEXAS","MEASLES",1540,16,1960,9.17201525765451,394,0,0,"no"
2,"TX","TEXAS","MEASLES",1357,14.1,1960,9.17201525765451,395,0,0,"no"
3,"TX","TEXAS","MEASLES",1591,16.53,1960,9.17201525765451,396,0,0,"no"
4,"TX","TEXAS","MEASLES",1540,16,1960,9.17201525765451,397,0,0,"no"
5,"TX","TEXAS","MEASLES",1662,17.27,1960,9.17201525765451,398,0,0,"no"
6,"TX","TEXAS","MEASLES",1465,15.22,1960,9.17201525765451,399,0,0,"no"
7,"TX","TEXAS","MEASLES",1664,17.29,1960,9.17201525765451,400,0,0,"no"
8,"TX","TEXAS","MEASLES",2171,22.56,1960,9.17201525765451,401,0,0,"no"
9,"TX","TEXAS","MEASLES",2505,26.03,1960,9.17201525765451,402,0,0,"no"
10,"TX","TEXAS","MEASLES",2412,25.06,1960,9.17201525765451,403,0,0,"no"
11,"TX","TEXAS","MEASLES",2839,29.5,1960,9.17201525765451,404,0,0,"no"
12,"TX","TEXAS","MEASLES",2680,27.85,1960,9.17201525765451,405,0,0,"no"
13,"TX","TEXAS","MEASLES",2757,28.65,1960,9.17201525765451,406,0,0,"no"
14,"TX","TEXAS","MEASLES",2543,26.42,1960,9.17201525765451,407,0,0,"no"
15,"TX","TEXAS","MEASLES",2413,25.07,1960,9.17201525765451,408,0,0,"no"
16,"TX","TEXAS","MEASLES",2132,22.15,1960,9.17201525765451,409,0,0,"no"
17,"TX","TEXAS","MEASLES",2208,22.94,1960,9.17201525765451,410,0,0,"no"
18,"TX","TEXAS","MEASLES",2223,23.1,1960,9.17201525765451,411,0,0,"no"
19,"TX","TEXAS","MEASLES",1722,17.89,1960,9.17201525765451,412,0,0,"no"
20,"TX","TEXAS","MEASLES",1693,17.59,1960,9.17201525765451,413,0,0,"no"
21,"TX","TEXAS","MEASLES",1528,15.88,1960,9.17201525765451,414,0,0,"no"
22,"TX","TEXAS","MEASLES",1096,11.39,1960,9.17201525765451,415,0,0,"no"
23,"TX","TEXAS","MEASLES",1171,12.17,1960,9.17201525765451,416,0,0,"no"
24,"TX","TEXAS","MEASLES",755,7.84,1960,9.17201525765451,417,0,0,"no"
25,"TX","TEXAS","MEASLES",684,7.11,1960,9.17201525765451,418,0,0,"no"
26,"TX","TEXAS","MEASLES",459,4.77,1960,9.17201525765451,419,0,0,"no"
27,"TX","TEXAS","MEASLES",278,2.89,1960,9.17201525765451,420,0,0,"no"
28,"TX","TEXAS","MEASLES",323,3.36,1960,9.17201525765451,421,0,0,"no"
29,"TX","TEXAS","MEASLES",228,2.37,1960,9.17201525765451,422,0,0,"no"
30,"TX","TEXAS","MEASLES",144,1.5,1960,9.17201525765451,423,0,0,"no"
31,"TX","TEXAS","MEASLES",145,1.51,1960,9.17201525765451,424,0,0,"no"
32,"TX","TEXAS","MEASLES",145,1.51,1960,9.17201525765451,425,0,0,"no"
33,"TX","TEXAS","MEASLES",127,1.32,1960,9.17201525765451,426,0,0,"no"
34,"TX","TEXAS","MEASLES",85,0.88,1960,9.17201525765451,427,0,0,"no"
35,"TX","TEXAS","MEASLES",105,1.09,1960,9.17201525765451,428,0,0,"no"
36,"TX","TEXAS","MEASLES",57,0.59,1960,9.17201525765451,429,0,0,"no"
37,"TX","TEXAS","MEASLES",73,0.76,1960,9.17201525765451,430,0,0,"no"
38,"TX","TEXAS","MEASLES",67,0.7,1960,9.17201525765451,431,0,0,"no"
39,"TX","TEXAS","MEASLES",46,0.48,1960,9.17201525765451,432,0,0,"no"
40,"TX","TEXAS","MEASLES",62,0.64,1960,9.17201525765451,433,0,0,"no"
41,"TX","TEXAS","MEASLES",63,0.65,1960,9.17201525765451,434,0,0,"no"
42,"TX","TEXAS","MEASLES",74,0.77,1960,9.17201525765451,435,0,0,"no"
43,"TX","TEXAS","MEASLES",57,0.59,1960,9.17201525765451,436,0,0,"no"
44,"TX","TEXAS","MEASLES",69,0.72,1960,9.17201525765451,437,0,0,"no"
45,"TX","TEXAS","MEASLES",115,1.19,1960,9.17201525765451,438,0,0,"no"
46,"TX","TEXAS","MEASLES",88,0.91,1960,9.17201525765451,439,0,0,"no"
47,"TX","TEXAS","MEASLES",72,0.75,1960,9.17201525765451,440,0,0,"no"
48,"TX","TEXAS","MEASLES",167,1.74,1960,9.17201525765451,441,0,0,"no"
49,"TX","TEXAS","MEASLES",94,0.98,1960,9.17201525765451,442,0,0,"no"
50,"TX","TEXAS","MEASLES",5,0.05,1960,9.17201525765451,443,0,0,"no"
51,"TX","TEXAS","MEASLES",74,0.77,1960,9.17201525765451,444,0,0,"no"
52,"TX","TEXAS","MEASLES",105,1.09,1960,9.17201525765451,445,0,0,"no"
1,"TX","TEXAS","MEASLES",174,1.77,1961,9.19217640134851,446,0,0,"no"
2,"TX","TEXAS","MEASLES",188,1.91,1961,9.19217640134851,447,0,0,"no"
3,"TX","TEXAS","MEASLES",259,2.64,1961,9.19217640134851,448,0,0,"no"
4,"TX","TEXAS","MEASLES",278,2.83,1961,9.19217640134851,449,0,0,"no"
5,"TX","TEXAS","MEASLES",280,2.85,1961,9.19217640134851,450,0,0,"no"
6,"TX","TEXAS","MEASLES",263,2.68,1961,9.19217640134851,451,0,0,"no"
7,"TX","TEXAS","MEASLES",305,3.11,1961,9.19217640134851,452,0,0,"no"
8,"TX","TEXAS","MEASLES",381,3.88,1961,9.19217640134851,453,0,0,"no"
9,"TX","TEXAS","MEASLES",345,3.51,1961,9.19217640134851,454,0,0,"no"
10,"TX","TEXAS","MEASLES",439,4.47,1961,9.19217640134851,455,0,0,"no"
11,"TX","TEXAS","MEASLES",500,5.09,1961,9.19217640134851,456,0,0,"no"
12,"TX","TEXAS","MEASLES",564,5.74,1961,9.19217640134851,457,0,0,"no"
13,"TX","TEXAS","MEASLES",465,4.74,1961,9.19217640134851,458,0,0,"no"
14,"TX","TEXAS","MEASLES",525,5.35,1961,9.19217640134851,459,0,0,"no"
16,"TX","TEXAS","MEASLES",643,6.55,1961,9.19217640134851,460,0,0,"no"
17,"TX","TEXAS","MEASLES",1001,10.19,1961,9.19217640134851,461,0,0,"no"
18,"TX","TEXAS","MEASLES",914,9.31,1961,9.19217640134851,462,0,0,"no"
19,"TX","TEXAS","MEASLES",847,8.63,1961,9.19217640134851,463,0,0,"no"
20,"TX","TEXAS","MEASLES",756,7.7,1961,9.19217640134851,464,0,0,"no"
21,"TX","TEXAS","MEASLES",625,6.36,1961,9.19217640134851,465,0,0,"no"
22,"TX","TEXAS","MEASLES",585,5.96,1961,9.19217640134851,466,0,0,"no"
23,"TX","TEXAS","MEASLES",490,4.99,1961,9.19217640134851,467,0,0,"no"
24,"TX","TEXAS","MEASLES",429,4.37,1961,9.19217640134851,468,0,0,"no"
25,"TX","TEXAS","MEASLES",381,3.88,1961,9.19217640134851,469,0,0,"no"
26,"TX","TEXAS","MEASLES",312,3.18,1961,9.19217640134851,470,0,0,"no"
27,"TX","TEXAS","MEASLES",228,2.32,1961,9.19217640134851,471,0,0,"no"
28,"TX","TEXAS","MEASLES",163,1.66,1961,9.19217640134851,472,0,0,"no"
29,"TX","TEXAS","MEASLES",110,1.12,1961,9.19217640134851,473,0,0,"no"
30,"TX","TEXAS","MEASLES",174,1.77,1961,9.19217640134851,474,0,0,"no"
31,"TX","TEXAS","MEASLES",140,1.43,1961,9.19217640134851,475,0,0,"no"
32,"TX","TEXAS","MEASLES",142,1.45,1961,9.19217640134851,476,0,0,"no"
33,"TX","TEXAS","MEASLES",115,1.17,1961,9.19217640134851,477,0,0,"no"
34,"TX","TEXAS","MEASLES",63,0.64,1961,9.19217640134851,478,0,0,"no"
35,"TX","TEXAS","MEASLES",101,1.03,1961,9.19217640134851,479,0,0,"no"
36,"TX","TEXAS","MEASLES",88,0.9,1961,9.19217640134851,480,0,0,"no"
37,"TX","TEXAS","MEASLES",79,0.8,1961,9.19217640134851,481,0,0,"no"
38,"TX","TEXAS","MEASLES",79,0.8,1961,9.19217640134851,482,0,0,"no"
39,"TX","TEXAS","MEASLES",103,1.05,1961,9.19217640134851,483,0,0,"no"
40,"TX","TEXAS","MEASLES",126,1.28,1961,9.19217640134851,484,0,0,"no"
41,"TX","TEXAS","MEASLES",85,0.87,1961,9.19217640134851,485,0,0,"no"
42,"TX","TEXAS","MEASLES",150,1.53,1961,9.19217640134851,486,0,0,"no"
43,"TX","TEXAS","MEASLES",157,1.6,1961,9.19217640134851,487,0,0,"no"
44,"TX","TEXAS","MEASLES",176,1.79,1961,9.19217640134851,488,0,0,"no"
45,"TX","TEXAS","MEASLES",155,1.58,1961,9.19217640134851,489,0,0,"no"
46,"TX","TEXAS","MEASLES",201,2.05,1961,9.19217640134851,490,0,0,"no"
47,"TX","TEXAS","MEASLES",124,1.26,1961,9.19217640134851,491,0,0,"no"
48,"TX","TEXAS","MEASLES",287,2.92,1961,9.19217640134851,492,0,0,"no"
49,"TX","TEXAS","MEASLES",278,2.83,1961,9.19217640134851,493,0,0,"no"
50,"TX","TEXAS","MEASLES",312,3.18,1961,9.19217640134851,494,0,0,"no"
51,"TX","TEXAS","MEASLES",129,1.31,1961,9.19217640134851,495,0,0,"no"
